Familia actualizada,Género actualizado,Especie actualizada,Taxa infraespecífico,Autor,MEXUw,Colector,Colectores asociados,N° Colecta,Familia anterior,Género anterior,Especie anterior,Estado,País,Fecha,Día,Mes,Año,Institución,Donaciones,Péstamos/ Exhibiciones,Nombre común,Forma de vida,Parte del árbol donde se realizó la colecta,Altura,DAP,Altura de colecta,N° Fam,Nº Género,,,,,,,,,,,,
Fabaceae,Machaerium,floribundum, ,Benth.,MEXUw-0500,"León Gómez, Calixto",,100,Leguminosae,,,Veracruz,México,21/03/1984,21,3,1984,"Instituto de Biología, UNAM",,,Mano de galapago,Bejuco,,,,,128,3828,,,,,,,,,,,,
Urticaceae,Myriocarpa,longipes, ,Liebm.,MEXUw-0501,Friedman D.,,NA,,,,NA,NA,NA,NA,NA,NA,"Instituto de Biología, UNAM",,,Palo de fideo,Árbol,,,,,65,2006,,,,,,,,,,,,
Moraceae,Ficus,cotinifolia, ,Kunth,MEXUw-0502,"León Gómez, Calixto",,102,,,,Veracruz,México,21/03/1984,21,3,1984,"Instituto de Biología, UNAM",,1 MAP,"Gagal, palo de bejuco",Árbol,,,,,64,1961,,,,,,,,,,,,
Apocynaceae,Aspidosperma,megalocarpon, ,Müll. Arg.,MEXUw-0503,"León Gómez, Calixto",,103,,,,Veracruz,México, 23/04/1985,23,4,1985,"Instituto de Biología, UNAM",,,,Árbol,,,,,247,6588,,,,,,,,,,,,
Malvaceae,Mortoniodendron,guatemalense, ,Standl. & Steyerm.,MEXUw-0504,"León Gómez, Calixto",,105,,,,Veracruz,México,21/03/1984,21,3,1984,"Instituto de Biología, UNAM",4 Tabillas tráfico ilegal 14.04.2024,,Tronador,Árbol,,,,,174,4964A,,,,,,,,,,,,
Clusiaceae,Clusia,sp., ,L.,MEXUw-0505,"León Gómez, Calixto",,104,Guttiferae,,,Veracruz,México,21/03/1984,21,3,1984,"Instituto de Biología, UNAM",,,Hoja de Baraja,,,,,,,,,,,,,,,,,,,
Fabaceae,Machaerium,floribundum, ,Benth.,MEXUw-0506,"León Gómez, Calixto",,790,,,,Veracruz,México,12/07/2000,12,7,2000,"Instituto de Biología, UNAM",,,,Liana,,,,,128,3823,,,,,,,,,,,,
Fabaceae,Albizia,sp., ,Durazz.,MEXUw-0507,"León Gómez, Calixto",,107,Leguminosae,,,Veracruz,México,21/03/1984,21,3,1984,"Instituto de Biología, UNAM",,,Tecolixtle,Árbol,,,,,128,3443,,,,,,,,,,,,
Fabaceae,Machaerium,cobanense, ,Donn. Sm.,MEXUw-0508,"León Gómez, Calixto",,108,Leguminosae,,,Veracruz,México,21/03/1985,21,3,1984,"Instituto de Biología, UNAM",,,Uña de gato,Liana,,,,,128,3823,,,,,,,,,,,,
Arecaceae,Chamaedorea,tepejilote, ,Liebm. ex Mart.,MEXUw-0509,"León Gómez, Calixto",,109,,,,Veracruz,México,21/03/1984,21,3,1984,"Instituto de Biología, UNAM",,,,Palma,,,,,21,594,,,,,,,,,,,,
Arecaceae,Astrocaryum,mexicanum, ,Liebm.,MEXUw-0510,"León Gómez, Calixto",,110,,,,Veracruz,México,21/03/1984,21,3,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,21,668,,,,,,,,,,,,
Bignoniaceae,Stizophyllum,riparium, ,(Kunth) Sandwith.,MEXUw-0511,"León Gómez, Calixto",,111,,,,Veracruz,México,21/3/1984,21,3,1984,"Instituto de Biología, UNAM",,,Bejuco verde,Liana,,,,,258,7686,,,,,,,,,,,,
Fabaceae,Zapoteca,tetragona, ,(Willd.) H.M.Hern.,MEXUw-0512,"León Gómez, Calixto",,112,Leguminosae,Calliandra,,Veracruz,México,25/03/1984,25,3,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3444,,,,,,,,,,,,
Asteraceae,Tuxtla,pittieri, ,(Greenm.) Villaseñor & Strother,MEXUw-0513,"Ibarra Manriquez, Guillermo",,2375,Compositae,,,Veracruz,México,07/04/1985,7,4,1985,"Instituto de Biología, UNAM",,,Hoja de pepe,Liana,,,,,280,9216-F,,,,,,,,,,,,
Vitaceae,Cissus,microcarpa, ,Vahl,MEXUw-0514,"León Gómez, Calixto",,768,,,,Veracruz,México,11/07/2000,11,7,2000,"Instituto de Biología, UNAM",,,,Liana,,,,,170,4918,,,,,,,,,,,,
Fabaceae,Machaerium,floribundum, ,Benth.,MEXUw-0515,"León Gómez, Calixto",,761,,,,Veracruz,México,11/07/2000,11,7,2000,"Instituto de Biología, UNAM",,,,Liana,,,,,128,3823,,,,,,,,,,,,
Smilacaceae ,Smilax,aristolochiifolia, ,Mill.,MEXUw-0516,"León Gómez, Calixto",,765,,,,Veracruz,México,11/07/2000,11,7,2000,"Instituto de Biología, UNAM",,,,Liana,,,,,38,1151,,,,,,,,,,,,
Fabaceae,Tephrosia,belizensis, ,Lundell,MEXUw-0517,"Ludlow, B.",,6180,Leguminosae,,,Oaxaca,México,10/12/1982,10,12,1982,"Instituto de Biología, UNAM",,,,Arbusto,,,,,128,3718,,,,,,,,,,,,
Fabaceae,Dussia,mexicana, ,(Standl.) Harms,MEXUw-0518,"Ibarra Manriquez, Guillermo",,73,Leguminosae,,,Veracruz,México, 17/04/1982,17,4,1982,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3594,,,,,,,,,,,,
Araliaceae,Oreopanax,guatemalensis, ,L.O. Williams,MEXUw-0519,"Ibarra Manriquez, Guillermo",,201,,,obtusifolius,Veracruz,México, 12/07/1982,12,7,1982,"Instituto de Biología, UNAM",,,,Árbol,,,,,227,5853,,,,,,,,,,,,
Lauraceae,Nectandra,globosa, ,(Aubl.) Mez,MEXUw-0520,"Ibarra Manriquez, Guillermo",,373,,,,Veracruz,México,01/11/1982,1,11,1982,"Instituto de Biología, UNAM",,,"Laurel, laurel aguacatillo",Árbol,,,,,102,2790,,,,,,,,,,,,
Euphorbiaceae,Tetrorchidium,rotundatum, ,Standl.,MEXUw-0521,"Ibarra Manriquez, Guillermo",,398,,,,Veracruz,México, 16/11/1982,16,11,1982,"Instituto de Biología, UNAM",INIFAP 12.2023 4 Tabillas tráfico ilegal 14.04.2024,,Amate blanco,Árbol,,,,,147,4471,,,,,,,,,,,,
Celastraceae,Salacia,cordata, ,(Miers) Mennega,MEXUw-0522,"Ibarra Manriquez, Guillermo",,427,,,,Veracruz,México, 02/02/1982,2,2,1982,"Instituto de Biología, UNAM",,,Bejuco zapote,Bejuco,,,,,158,4662,,,,,,,,,,,,
Arecaceae,Astrocaryum,mexicanum, ,Liebm.,MEXUw-0523,"Ibarra Manriquez, Guillermo",,792,,,,Veracruz,México, 29/07/1983,29,7,1983,"Instituto de Biología, UNAM",,,,Árbol,,,,,21,668,,,,,,,,,,,,
Fabaceae,Swartzia,guatemalensis, ,(Donn. Sm.) Pittier,MEXUw-0524,"Ibarra Manriquez, Guillermo",,955,Leguminosae,,,Veracruz,México,29/10/1983,29,10,1983,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3574,,,,,,,,,,,,
Moraceae,Ficus,aurea, ,Nutt. ,MEXUw-0525,"Ibarra Manriquez, Guillermo",,980,,,tuerckheimii,Veracruz,México,30/12/1899,NA,NA,NA,"Instituto de Biología, UNAM",4 Tabillas tráfico ilegal 14.04.2024,,,Árbol,,,,,64,1961,,,,,,,,,,,,
Fabaceae,Vachellia,cornigera, ,(L.) Seigler & Ebinger,MEXUw-0526,"Ibarra Manriquez, Guillermo",,1001,Leguminosae,Acacia,,Veracruz,México,09/11/1983,9,11,1983,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3446,,,,,,,,,,,,
Meliaceae,Trichilia,martiana, ,C. DC.,MEXUw-0527,"Ibarra Manriquez, Guillermo",,1019,,,,Veracruz,México,09/11/1983,9,11,1983,"Instituto de Biología, UNAM",,,"Palo blanco, tassitle, palo de burra, tepamacayo",Árbol,,,,,140,4195,,,,,,,,,,,,
Fabaceae,Swartzia,guatemalensis, ,(Donn. Sm.) Pittier,MEXUw-0528,"Cedillo Trigos, Refugio",,L,Leguminosae,,,Veracruz,México,30/01/1974,30,1,1974,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3574,,,,,,,,,,,,
Fabaceae,Machaerium,villosum, ,Vogel,MEXUw-0529,"León Gómez, Calixto",,779,,,lanatum,Veracruz,México,12/07/2000,12,7,2000,"Instituto de Biología, UNAM",,,,Liana,,,,,128,3823,,,,,,,,,,,,
Convolvulaceae,Ipomoea,philomega, ,(Vell.) House,MEXUw-0530,"León Gómez, Calixto",,NA,,,,Veracruz,México,05/05/2002,5,5,2002,"Instituto de Biología, UNAM",,,,Liana,,,,,249,7003,,,,,,,,,,,,
Lamiaceae,Aegiphila,costaricensis, ,Moldenke,MEXUw-0531,"Ibarra Manriquez, Guillermo",,1105,Verbenaceae,,,Veracruz,México,04/12/1983,4,12,1983,"Instituto de Biología, UNAM",,,Paque,Árbol,,,,,253,7178,,,,,,,,,,,,
Fabaceae,Machaerium,floribundum, ,Benth.,MEXUw-0532,"León Gómez, Calixto",,926,,,,Veracruz,México,05/05/2002,5,5,2002,"Instituto de Biología, UNAM",,,,Liana,,,,,128,3823,,,,,,,,,,,,
Moraceae,Trophis,mexicana, ,(Liebm.) Bureau,MEXUw-0533,"Ibarra Manriquez, Guillermo",,1262,,,,Veracruz,México,16/02/1984,16,2,1984,"Instituto de Biología, UNAM",,,Ramoncillo,Árbol,,,,,64,1917,,,,,,,,,,,,
Bignoniaceae,Amphitecna,tuxtlensis, ,A.H. Gentry,MEXUw-0534,"Ibarra Manriquez, Guillermo",,1278,,,,Veracruz,México, 07/10/1982,7,10,1982,"Instituto de Biología, UNAM",,,,Árbol,,,,,258,7753,,,,,,,,,,,,
Violaceae,Rinorea,hummelii, ,Sprague,MEXUw-0535,"Ibarra Manriquez, Guillermo",,1322,,,,Veracruz,México, 23/02/1984,23,2,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,198,5262,,,,,,,,,,,,
Ochnaceae,Ouratea,theophrasta, ,Baill.,MEXUw-0536,"Ibarra Manriquez, Guillermo",,1333,,,tuerckheimii,Veracruz,México, 23/02/1984,23,2,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,182,5113,,,,,,,,,,,,
Rubiaceae,Palicourea,tetragona, ,(Donn.Sm.) C.M.Taylor,MEXUw-0537,"Ibarra Manriquez, Guillermo",,1341,,Psychotria,chiapensis,Veracruz,México, 24/02/1984,24,2,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,270,8399,,,,,,,,,,,,
Monimiaceae,Siparuna,thecaphora, ,(Poepp. & Endl.) A.DC.,MEXUw-0538,"Ibarra Manriquez, Guillermo",,1344,,,andina,Veracruz,México, 24/02/1984,24,2,1984,"Instituto de Biología, UNAM",,,Mano de tigre,Árbol,,,,,101,2779,,,,,,,,,,,,
Meliaceae,Guarea,glabra, ,Vahl,MEXUw-0539,"Ibarra Manriquez, Guillermo",,1348,,,,Veracruz,México, 24/02/1984,24,2,1984,"Instituto de Biología, UNAM",,,Mano de tigre,Árbol,,,,,140,4190,,,,,,,,,,,,
Fabaceae,Vachellia,cornigera, ,(L.) Seigler & Ebinger,MEXUw-0540,"Ibarra Manriquez, Guillermo",,1466,Leguminosae,Acacia,,Veracruz,México,27/04/1984,27,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3446,,,,,,,,,,,,
Urticaceae,Cecropia,obtusifolia, ,Bertol.,MEXUw-0541,"Ibarra Manriquez, Guillermo",,1467,Moraceae,,,Veracruz,México,27/04/1984,27,4,1984,"Instituto de Biología, UNAM",,,Palo de tortilla,Árbol,,,,,64,1971,,,,,,,,,,,,
Fabaceae,Senna,multijuga, ,(Rich.) H.S. Irwin & Barneby,MEXUw-0542,"Ibarra Manriquez, Guillermo",,1468,Leguminosae,,,Veracruz,México,27/04/1984,27,4,1984,"Instituto de Biología, UNAM",,,Cachimba,Árbol,,,,,128,3536B,,,,,,,,,,,,
Malvaceae,Hampea,nutricia, ,Fryxell,MEXUw-0543,"Ibarra Manriquez, Guillermo",,1469,,,,Veracruz,México,27/04/1984,27,4,1984,"Instituto de Biología, UNAM",,,"Olivo, palo de agua",Árbol,,,,,175,5020A,,,,,,,,,,,,
Cannabaceae,Trema,micrantha, ,(L.) Blume,MEXUw-0544,"Ibarra Manriquez, Guillermo",,1470,Ulmaceae,,,Veracruz,México,27/04/1984,27,4,1984,"Instituto de Biología, UNAM",INIFAP 12.2023 2 Tabillas tráfico ilegal 14.04.2024,,"Capulin, cuerillo, todogapoli",Árbol,,,,,63,1902,,,,,,,,,,,,
Urticaceae,Myriocarpa,longipes, ,Liebm.,MEXUw-0545,"Ibarra Manriquez, Guillermo",,1471,,,,Veracruz,México,27/04/1984,27,4,1984,"Instituto de Biología, UNAM",,,Palo de fideo,Arbusto,,,,,65,2006,,,,,,,,,,,,
Malvaceae,Ochroma,pyramidale, ,(Cav. ex Lam.) Urb.,MEXUw-0546,"Ibarra Manriquez, Guillermo",,1473,Bombacaceae,,,Veracruz,México,27/04/1984,27,4,1984,"Instituto de Biología, UNAM",,,"Jonote, pochote, pochotillo",Árbol,,,,,177,5034,,,,,,,,,,,,
Capparaceae,Crataeva,tapia, ,L.,MEXUw-0547,"Ibarra Manriquez, Guillermo",,1474,,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,107,3095,,,,,,,,,,,,
Amaranthaceae,Iresine,arbuscula, ,Uline & W.L. Bray,MEXUw-0548,"Ibarra Manriquez, Guillermo",,1475,,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,Palo de tinta,Árbol,,,,,79,2339,,,,,,,,,,,,
Moraceae,Trophis,mexicana, ,(Liebm.) Bureau,MEXUw-0549,"Ibarra Manriquez, Guillermo",,1476,,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,Ramoncillo,Árbol,,,,,64,1917,,,,,,,,,,,,
Annonaceae,Cymbopetalum,baillonii, ,R.E. Fr.,MEXUw-0550,"Ibarra Manriquez, Guillermo",,1477,,,,Veracruz,México, 29/03/1984,29,3,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,98,2709,,,,,,,,,,,,
Fabaceae,Pterocarpus,rohrii, ,Vahl,MEXUw-0551,"Ibarra Manriquez, Guillermo",,1478,Leguminosae,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,Sangregado,Árbol,,,,,128,3828,,,,,,,,,,,,
Rubiaceae,Palicourea,simiarum, ,(Standl.) Borhidi,MEXUw-0552,"Ibarra Manriquez, Guillermo",,1479,,Psychotria,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,270,8399,,,,,,,,,,,,
Lauraceae,Damburneya,ambigens, ,(S.F.Blake) Trofimov,MEXUw-0553,"Ibarra Manriquez, Guillermo",,1480,,Nectandra,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,"Laurel aguacatillo, laurel chilpatillo",Árbol,,,,,102,2790,,,,,,,,,,,,
Staphyleaceae,Turpinia,occidentalis, ,(Sw.) G. Don,MEXUw-0554,"Ibarra Manriquez, Guillermo",,1481,,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,Zarzafrán,Árbol,,,,,161,4666,,,,,,,,,,,,
Annonaceae,Sapranthus,microcarpus, ,(Donn. Sm.) R.E. Fr.,MEXUw-0555,"Ibarra Manriquez, Guillermo",,1482,,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,"Madre de cacao, Palo de bejuco",Árbol,,,,,98,2673Bis,,,,,,,,,,,,
Guttiferae,Garcinia,intermedia, ,(Pittier) Hammel,MEXUw-0556,"Ibarra Manriquez, Guillermo",,1483,Guttiferae,Rheedia,edulis,Veracruz,México,23/04/1984,23,4,1984,"Instituto de Biología, UNAM",,,Limoncillo,Árbol,,,,,187,5197,,,,,,,,,,,,
Malvaceae,Quararibea,yunckeri,subsp.sessiflora ,Miranda ex W.S. Alverson,MEXUw-0557,"Ibarra Manriquez, Guillermo",,1485,Bombacaceae,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,Canelilla,Árbol,,,,,177,5033,,,,,,,,,,,,
Fabaceae,Dussia,mexicana, ,(Standl.) Harms,MEXUw-0558,"Ibarra Manriquez, Guillermo",,1488,Leguminosae,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3594,,,,,,,,,,,,
Moraceae,Poulsenia,armata, ,(Miq.) Standl.,MEXUw-0559,"Ibarra Manriquez, Guillermo",,1489,,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,PaBio,"Abasbabi, canela",Árbol,,,,,64,1941,,,,,,,,,,,,
Fabaceae,Dialium,guianense, ,(Aubl.) Sandwith,MEXUw-0560,"Ibarra Manriquez, Guillermo",,1490,Leguminosae,,,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,Pistillo,Árbol,,,,,128,3530,,,,,,,,,,,,
Moraceae,Pseudolmedia,glabrata, ,(Liebm.) C.C.Berg,MEXUw-0561,"Ibarra Manriquez, Guillermo",,1491,,,oxyphyllaria,Veracruz,México,29/04/1984,29,4,1984,"Instituto de Biología, UNAM",,,Tomatillo,Árbol,,,,,64,1954,,,,,,,,,,,,
Urticaceae,Urera,elata, ,(Sw.) Griseb.,MEXUw-0562,"Ibarra Manriquez, Guillermo",,1492,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,Hueva de cangrejo,Arbusto,,,,,65,1978,,,,,,,,,,,,
Monimiaceae,Siparuna,thecaphora, ,(Poepp. & Endl.) A.DC.,MEXUw-0563,"Ibarra Manriquez, Guillermo",,1493,,,andina,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,Mano de tigre,Árbol,,,,,101,2779,,,,,,,,,,,,
Burseraceae,Bursera,simaruba, ,(L.) Sarg.,MEXUw-0564,"Ibarra Manriquez, Guillermo",,1494,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,Mano de tigre,Árbol,,,,,139,4150,,,,,,,,,,,,
Apocynaceae,Tabernaemontana,arborea, ,Rose,MEXUw-0565,"Ibarra Manriquez, Guillermo",,1495,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,Gateado,Árbol,,,,,247,6603,,,,,,,,,,,,
Ulmaceae,Ampelocera,hottlei, ,(Standl.) Standl.,MEXUw-0566,"Ibarra Manriquez, Guillermo",,1497,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,63,1900,,,,,,,,,,,,
Fabaceae,Pseudalbizzia,tomentosa,var. purpusii,(Britton & Rose) E.J.M.Koenen & Duno,MEXUw-0567,"Ibarra Manriquez, Guillermo",,1498,Leguminosae,Albizia,purpusii,Veracruz,México,30/04/1981,30,4,1981,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3443,,,,,,,,,,,,
Euphorbiaceae,Omphalea,oleifera, ,Hemsl.,MEXUw-0568,"Ibarra Manriquez, Guillermo",,1499,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,Corcho,Árbol,,,,,147,4472,,,,,,,,,,,,
Malvaceae,Bernoullia,flammea, ,Oliv.,MEXUw-0569,"Ibarra Manriquez, Guillermo",,1502,Bombacaceae,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,177,5035,,,,,,,,,,,,
Malpighiaceae,Bunchosia,lindeniana, ,A.Juss.,MEXUw-0570,"Ibarra Manriquez, Guillermo",,1503,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,141,4252,,,,,,,,,,,,
Araliaceae,Dendropanax,arboreus, ,(L.) Decne. & Planch.,MEXUw-0571,"Ibarra Manriquez, Guillermo",,1504,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,227,5854C,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-0572,"Ibarra Manriquez, Guillermo",,1505,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,64,1957,,,,,,,,,,,,
Sapotaceae,Pouteria,durlandii, ,(Standl.) Baehni,MEXUw-0573,"Ibarra Manriquez, Guillermo",,1506,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,239,6364,,,,,,,,,,,,
Rubiaceae,Palicourea,tetragona, ,(Donn.Sm.) C.M.Taylor,MEXUw-0574,"Ibarra Manriquez, Guillermo",,1507,,Psychotria,chiapensis,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,270,8399,,,,,,,,,,,,
Malvaceae,Trichospermum,mexicanum, ,(DC.) Baill.,MEXUw-0575,"Ibarra Manriquez, Guillermo",,1508,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,Guapetate,Árbol,,,,,174,4962,,,,,,,,,,,,
Boraginaceae,Bourreria,ovata, ,Jacq.,MEXUw-0576,NA,,NA,,,,San Paulo,Brasil,NA,NA,NA,NA,Instituto de Pesquisas Tecnológicas,,,,ND,,,,,252,7042,,,,,,,,,,,,
Euphorbiaceae,Croton,schiedeanus, ,Schltdl.,MEXUw-0577,"Ibarra Manriquez, Guillermo",,1510,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,Coyolillo,Árbol,,,,,147,4348,,,,,,,,,,,,
Violaceae,Orthion,oblanceolatum, ,Lundell,MEXUw-0578,"Ibarra Manriquez, Guillermo",,1511,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",,,Naranjillo,Árbol,,,,,198,5271Bis,,,,,,,,,,,,
Celastraceae,Crossopetalum,parviflorum, ,L.,MEXUw-0579,"Ibarra Manriquez, Guillermo",,1512,,,,Veracruz,México,30/04/1984,30,4,1984,"Instituto de Biología, UNAM",INIFAP 12.2023,,Hoja ancha,Árbol,,,,,158,4649A,,,,,,,,,,,,
Fabaceae,Swartzia,guatemalensis, ,(Donn. Sm.) Pittier,MEXUw-0580,"Ibarra Manriquez, Guillermo",,1513,Leguminosae,,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3574,,,,,,,,,,,,
Anacardiaceae,Tapirira,mexicana, ,Marchand,MEXUw-0581,"Ibarra Manriquez, Guillermo",,1514,,,,Veracruz,México, 02/05/1982,2,5,1982,"Instituto de Biología, UNAM",,,Nompi,Árbol,,,,,153,4566,,,,,,,,,,,,
Thymelaeaceae,Daphnopsis,megacarpa, ,Nevling & Barringer,MEXUw-0582,"Ibarra Manriquez, Guillermo",,1516,,,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,214,5449,,,,,,,,,,,,
Rubiaceae,Faramea,occidentalis, ,(L.) A. Rich.,MEXUw-0583,"Ibarra Manriquez, Guillermo",,1517,,,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,Jicarilla,Árbol,,,,,270,8456,,,,,,,,,,,,
Lauraceae,Licaria,velutina, ,van der Werff,MEXUw-0584,"Ibarra Manriquez, Guillermo",,1518,,,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,Laurel baboso,Árbol,,,,,102,2788A,,,,,,,,,,,,
Rubiaceae,Arachnothryx,buddleioides, ,(Benth.) Planch.,MEXUw-0585,"Ibarra Manriquez, Guillermo",,1521,,Rondeletia,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,Coyolillo,Árbol,,,,,270,8173,,,,,,,,,,,,
Fabaceae,Muellera,unifoliolata, ,(Benth.) M.Sousa,MEXUw-0586,"Ibarra Manriquez, Guillermo",,1522,Leguminosae,Lonchocarpus,unifoliolatus,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,"Gagal, palo de bejuco",Árbol,,,,,128,3834,,,,,,,,,,,,
Ebenaceae,Diospyros,nigra, ,(J.F.Gmel.) Perr. & Perr.,MEXUw-0587,"Ibarra Manriquez, Guillermo",,1523,,,digyna,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,Sapote negro,Árbol,,,,,240,6406,,,,,,,,,,,,
Primulaceae,Deherainia,smaragdina, ,(Planch. ex Linden) Decne.,MEXUw-0588,"Ibarra Manriquez, Guillermo",,1524,Theophrastaceae,,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,Chichicaste,Árbol,,,,,235A,6280,,,,,,,,,,,,
Sapotaceae,Chrysophyllum,mexicanum, ,Brandegee ex Standl.,MEXUw-0589,"Ibarra Manriquez, Guillermo",,1525,,,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,239,6377,,,,,,,,,,,,
Rubiaceae,Arachnothryx,galeottii, ,(Standl.) Borhidi,MEXUw-0590,"Ibarra Manriquez, Guillermo",,1526,,Rondeletia,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,270,8173,,,,,,,,,,,,
Capparaceae,Morisonia,molicella, ,(Standl.) Christenh. & Byng,MEXUw-0591,"Ibarra Manriquez, Guillermo",,1527,,Capparis,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,107,3104,,,,,,,,,,,,
Proteaceae,Roupala,montana, ,Aubl.,MEXUw-0592,"Ibarra Manriquez, Guillermo",,1528,,,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,66,2052,,,,,,,,,,,,
Meliaceae,Trichilia,breviflora, ,S.F. Blake & Standl.,MEXUw-0593,"Ibarra Manriquez, Guillermo",,1530,,,,Veracruz,México, 02/05/1984,2,5,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,140,4195,,,,,,,,,,,,
Fabaceae,Dalbergia,glomerata, ,Hemsl.,MEXUw-0594,"Ibarra Manriquez, Guillermo",,1534,Leguminosae,,,Veracruz,México,04/05/1984,4,5,1984,"Instituto de Biología, UNAM",,,,Árbol,,,,,128,3821,,,,,,,,,,,,
Melastomataceae,Miconia,xalapensis, ,M.Gómez,MEXUw-0595,"Ibarra Manriquez, Guillermo",,1535,,Conostegia,,Veracruz,México,04/05/1984,4,5,1984,"Instituto de Biología, UNAM",,,Sabino,Árbol,,,,,223,5754,,,,,,,,,,,,
Malvaceae,Ochroma,pyramidale, ,(Cav. ex Lam.) Urb.,MEXUw-0596,"Ibarra Manriquez, Guillermo",,1536,Bombacaceae,,,Veracruz,México,04/05/1984,4,5,1984,"Instituto de Biología, UNAM",,,"Jonote, pochote, pochotillo",Árbol,,,,,177,5034,,,,,,,,,,,,
Cannabaceae,Trema,micrantha, ,(L.) Blume,MEXUw-0597,"Ibarra Manriquez, Guillermo",,1537,Ulmaceae,,,Veracruz,México,04/05/1984,4,5,1984,"Instituto de Biología, UNAM",,,"Capulin, cuerillo, todogapoli",Árbol,,,,,63,1902,,,,,,,,,,,,
Fabaceae,Lonchocarpus,cruentus, ,Lundell,MEXUw-0598,"Ibarra Manriquez, Guillermo",,1538,Leguminosae,,,Veracruz,México,04/05/1984,4,5,1984,"Instituto de Biología, UNAM",,,"Rosa morada, sangregado",Árbol,,,,,128,3834,,,,,,,,,,,,
